PRISM Time Series Data,,,,,,,,
Locations: 24,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,,,,,
sl1,-118.948,37.6122,8711,2012-03,6.01,20.1,32.2,44.2
sl1,-118.948,37.6122,8711,2012-04,1.32,25,37.9,50.8
sl1,-118.948,37.6122,8711,2012-05,0,30.7,45.7,60.7
sl1,-118.948,37.6122,8711,2012-06,0.4,38.3,53.3,68.3
sl1,-118.948,37.6122,8711,2012-07,0.15,41.3,57.5,73.6
sl1,-118.948,37.6122,8711,2012-08,1.16,43.2,59.2,75.1
sl1,-118.948,37.6122,8711,2012-09,0,37.9,54,70.1
sl1,-118.948,37.6122,8711,2012-10,1.12,31.7,45.6,59.4
sl1,-118.948,37.6122,8711,2012-11,2.2,23.6,35.9,48.2
sl1,-118.948,37.6122,8711,2012-12,7.57,16.2,25.8,35.3
sl1,-118.948,37.6122,8711,2013-01,1.22,10.5,24.2,37.9
sl1,-118.948,37.6122,8711,2013-02,0.42,15.4,27.8,40.1
sl1,-118.948,37.6122,8711,2013-03,1.79,23.2,36,48.9
sl1,-118.948,37.6122,8711,2013-04,0.79,25.4,39,52.5
sl1,-118.948,37.6122,8711,2013-05,0.35,31.1,44.7,58.3
sl1,-118.948,37.6122,8711,2013-06,0.12,39.8,54.5,69.3
sl1,-118.948,37.6122,8711,2013-07,0.4,47.9,61.6,75.2
sl1,-118.948,37.6122,8711,2013-08,0.7,40.2,55.8,71.3
sl1,-118.948,37.6122,8711,2013-09,0.53,38.6,51.9,65.2
sl1,-118.948,37.6122,8711,2013-10,0.83,25.4,40.5,55.7
sl1,-118.948,37.6122,8711,2013-11,0.32,23.3,35.2,47.1
sl1,-118.948,37.6122,8711,2013-12,1.08,16.2,29.4,42.7
sl1,-118.948,37.6122,8711,2014-01,1.48,22.1,34.6,48.8
sl1,-118.948,37.6122,8711,2014-02,3.44,21.3,32.5,43.6
sl1,-118.948,37.6122,8711,2014-03,3.74,20.8,33.5,46.1
sl1,-118.948,37.6122,8711,2014-04,0.58,24.8,37.9,50.7
sl1,-118.948,37.6122,8711,2014-05,0.81,31,45,58.7
sl1,-118.948,37.6122,8711,2014-06,0.05,40.1,53.7,68.1
sl1,-118.948,37.6122,8711,2014-07,1.28,47.7,59,74.2
sl1,-118.948,37.6122,8711,2014-08,1.73,39.7,54.9,70.1
sl1,-118.948,37.6122,8711,2014-09,0.25,38.9,53.1,68.2
sl1,-118.948,37.6122,8711,2014-10,0,33.8,48.3,63.2
sl1,-118.948,37.6122,8711,2014-11,0.78,25.4,38.2,51
sl1,-118.948,37.6122,8711,2014-12,2.4,20.5,29.7,39
sl1,-118.948,37.6122,8711,2015-01,0.19,21.5,34.1,46.7
sl1,-118.948,37.6122,8711,2015-02,3.27,24.3,37.3,50.3
sl1,-118.948,37.6122,8711,2015-03,0.5,24.1,38,52
sl1,-118.948,37.6122,8711,2015-04,1.24,23.3,36.6,50
sl1,-118.948,37.6122,8711,2015-05,1.99,29.6,41.3,53
sl1,-118.948,37.6122,8711,2015-06,0.7,41.6,55.8,69.9
sl1,-118.948,37.6122,8711,2015-07,1.85,42.2,55.5,68.9
sl1,-118.948,37.6122,8711,2015-08,0.17,43.6,58.8,74
sl1,-118.948,37.6122,8711,2015-09,0.5,40.5,54.5,68.6
sl1,-118.948,37.6122,8711,2015-10,1.4,34.5,46,57.5
sl1,-118.948,37.6122,8711,2015-11,3.32,17,29.3,41.6
sl1,-118.948,37.6122,8711,2015-12,6,15.3,26,36.8
sl1,-118.948,37.6122,8711,2016-01,6.82,16.2,27.1,38
sl1,-118.948,37.6122,8711,2016-02,2.17,19.8,33.8,47.9
sl1,-118.948,37.6122,8711,2016-03,5.99,23.1,35.8,48.4
sl1,-118.948,37.6122,8711,2016-04,1.43,26.1,38.8,51.5
sl1,-118.948,37.6122,8711,2016-05,0.87,29.2,41.9,54.6
sl1,-118.948,37.6122,8711,2016-06,1.53,41.8,55.7,69.6
sl1,-118.948,37.6122,8711,2016-07,0,44.3,60,75.6
sl1,-118.948,37.6122,8711,2016-08,0.05,42.9,59,75.1
sl1,-118.948,37.6122,8711,2016-09,0.09,36.3,51.8,67.3
sl1,-118.948,37.6122,8711,2016-10,6.59,32.1,44.2,56.4
sl1,-118.948,37.6122,8711,2016-11,1.89,24.1,36.6,49
sl1,-118.948,37.6122,8711,2016-12,5.93,17.9,28.5,39.1
sl1,-118.948,37.6122,8711,2017-01,22.92,14.3,24.2,34.1
sl1,-118.948,37.6122,8711,2017-02,12.98,18.5,28.2,38
sl1,-118.948,37.6122,8711,2017-03,3.47,21.5,34.5,47.6
sl1,-118.948,37.6122,8711,2017-04,6.37,23.3,35.6,48
sl1,-118.948,37.6122,8711,2017-05,0.54,30.9,44.7,58.5
sl1,-118.948,37.6122,8711,2017-06,0.25,40.2,54.8,69.4
sl1,-118.948,37.6122,8711,2017-07,0.08,46.8,61.7,76.6
sl1,-118.948,37.6122,8711,2017-08,0.93,42.1,57.8,73.4
sl1,-118.948,37.6122,8711,2017-09,1.07,36.8,49.9,63
sl1,-118.948,37.6122,8711,2017-10,0.22,28.6,44.6,60.6
sl1,-118.948,37.6122,8711,2017-11,4.48,27.2,38.4,49.5
sl1,-118.948,37.6122,8711,2017-12,0.17,21.2,34.2,47.3
sl1,-118.948,37.6122,8711,2018-01,2.74,22.7,34.3,46
sl1,-118.948,37.6122,8711,2018-02,0.74,14.3,27.5,40.7
sl1,-118.948,37.6122,8711,2018-03,14.52,16.7,28,39.3
sl1,-118.948,37.6122,8711,2018-04,2.1,25.9,39.1,52.4
sl1,-118.948,37.6122,8711,2018-05,1.03,31.2,43.8,56.2
sl1,-118.948,37.6122,8711,2018-06,0,39.1,54.9,70.6
sl1,-118.948,37.6122,8711,2018-07,0.66,47.2,62.2,77.1
sl1,-118.948,37.6122,8711,2018-08,0,44.1,59.6,75.1
sl1,-118.948,37.6122,8711,2018-09,0.02,39.8,54.3,68.7
sl1,-118.948,37.6122,8711,2018-10,0.95,29.3,41.9,54.4
sl1,-118.948,37.6122,8711,2018-11,4.69,23.6,36,48.5
sl1,-118.948,37.6122,8711,2018-12,1.41,17.8,28,38.3
,,,,,,,,
sl2,-118.9502,37.6135,8327,2011-01,1.47,14,28.7,43.5
sl2,-118.9502,37.6135,8327,2011-02,4.04,11.6,24.1,36.6
sl2,-118.9502,37.6135,8327,2011-03,8.43,18.9,29.8,40.7
sl2,-118.9502,37.6135,8327,2011-04,1.61,23,35.8,48.5
sl2,-118.9502,37.6135,8327,2011-05,1.9,25.8,38.8,51.9
sl2,-118.9502,37.6135,8327,2011-06,1.29,35,49.2,63.4
sl2,-118.9502,37.6135,8327,2011-07,0.14,39.1,56.5,73.9
sl2,-118.9502,37.6135,8327,2011-08,0.49,41.5,58.8,76.1
sl2,-118.9502,37.6135,8327,2011-09,0.6,38.5,54.3,70.1
sl2,-118.9502,37.6135,8327,2011-10,1.41,30.8,45.4,60
sl2,-118.9502,37.6135,8327,2011-11,1.41,19.7,32.6,45.4
sl2,-118.9502,37.6135,8327,2011-12,0,13.8,27.8,41.7
sl2,-118.9502,37.6135,8327,2012-01,4.23,19.3,34,48.7
sl2,-118.9502,37.6135,8327,2012-02,0.85,15.7,29.1,42.6
sl2,-118.9502,37.6135,8327,2012-03,4.24,20.7,33.2,45.8
sl2,-118.9502,37.6135,8327,2012-04,1.21,25.2,38.6,52.1
sl2,-118.9502,37.6135,8327,2012-05,0,30.8,46.5,62.2
sl2,-118.9502,37.6135,8327,2012-06,0.4,39.1,54.6,70.1
sl2,-118.9502,37.6135,8327,2012-07,0.16,41.2,58.3,75.4
sl2,-118.9502,37.6135,8327,2012-08,0.96,43.8,60.2,76.6
sl2,-118.9502,37.6135,8327,2012-09,0,37.6,54.7,71.9
sl2,-118.9502,37.6135,8327,2012-10,1.03,31.5,46.1,60.7
sl2,-118.9502,37.6135,8327,2012-11,2.17,23.5,36.7,50
sl2,-118.9502,37.6135,8327,2012-12,7.08,16.3,26.7,37
sl2,-118.9502,37.6135,8327,2013-01,1.07,10,24.8,39.6
sl2,-118.9502,37.6135,8327,2013-02,0.41,15.5,28.7,41.8
sl2,-118.9502,37.6135,8327,2013-03,1.1,23.3,37.1,51
sl2,-118.9502,37.6135,8327,2013-04,0.8,26,39.9,53.9
sl2,-118.9502,37.6135,8327,2013-05,0.32,32,45.9,59.8
sl2,-118.9502,37.6135,8327,2013-06,0.12,40.9,56,71.1
sl2,-118.9502,37.6135,8327,2013-07,0.38,48.8,62.8,76.9
sl2,-118.9502,37.6135,8327,2013-08,0.71,41.5,57.1,72.9
sl2,-118.9502,37.6135,8327,2013-09,0.53,38.7,52.8,66.8
sl2,-118.9502,37.6135,8327,2013-10,0.84,25.2,41.2,57.2
sl2,-118.9502,37.6135,8327,2013-11,0.32,23,36.2,49.4
sl2,-118.9502,37.6135,8327,2013-12,1.03,15.3,30,44.7
sl2,-118.9502,37.6135,8327,2014-01,1.23,21.7,35.7,50.7
sl2,-118.9502,37.6135,8327,2014-02,2.84,21.4,33.3,45.2
sl2,-118.9502,37.6135,8327,2014-03,2.58,21,34.3,47.7
sl2,-118.9502,37.6135,8327,2014-04,0.47,25.8,39,51.9
sl2,-118.9502,37.6135,8327,2014-05,0.83,31.7,45.8,60.3
sl2,-118.9502,37.6135,8327,2014-06,0.05,41.3,55.3,70
sl2,-118.9502,37.6135,8327,2014-07,1.25,48.9,59.9,75.8
sl2,-118.9502,37.6135,8327,2014-08,1.53,40.5,56.1,71.8
sl2,-118.9502,37.6135,8327,2014-09,0.16,38.8,53.9,70
sl2,-118.9502,37.6135,8327,2014-10,0,33.7,48.8,64.6
sl2,-118.9502,37.6135,8327,2014-11,0.77,25.4,39.2,52.6
sl2,-118.9502,37.6135,8327,2014-12,2.21,20.5,30.9,41.2
sl2,-118.9502,37.6135,8327,2015-01,0.16,21.1,35.3,49.5
sl2,-118.9502,37.6135,8327,2015-02,2.93,24.5,38.4,52.2
sl2,-118.9502,37.6135,8327,2015-03,0.42,24.1,39.1,54.1
sl2,-118.9502,37.6135,8327,2015-04,1.24,23.6,37.5,51.4
sl2,-118.9502,37.6135,8327,2015-05,1.98,30.9,42.7,54.6
sl2,-118.9502,37.6135,8327,2015-06,0.57,42.7,57.3,71.8
sl2,-118.9502,37.6135,8327,2015-07,1.81,43.2,57.1,70.9
sl2,-118.9502,37.6135,8327,2015-08,0.17,45.1,60.4,75.8
sl2,-118.9502,37.6135,8327,2015-09,0.5,40.6,55.5,70.3
sl2,-118.9502,37.6135,8327,2015-10,1.42,34.3,46.6,58.9
sl2,-118.9502,37.6135,8327,2015-11,3.31,16.8,29.9,43
sl2,-118.9502,37.6135,8327,2015-12,5.91,14.9,26.1,37.4
sl2,-118.9502,37.6135,8327,2016-01,5.43,15.2,27.2,39.1
sl2,-118.9502,37.6135,8327,2016-02,1.79,19.7,34.3,48.9
sl2,-118.9502,37.6135,8327,2016-03,4.5,23.4,36.8,49.7
sl2,-118.9502,37.6135,8327,2016-04,1.37,26.6,39.8,53.1
sl2,-118.9502,37.6135,8327,2016-05,0.82,30.6,43.5,56.3
sl2,-118.9502,37.6135,8327,2016-06,1.37,42,56.8,71.5
sl2,-118.9502,37.6135,8327,2016-07,0,45.5,61.5,77.5
sl2,-118.9502,37.6135,8327,2016-08,0.05,44.3,60.6,76.9
sl2,-118.9502,37.6135,8327,2016-09,0.09,36.5,52.8,69.2
sl2,-118.9502,37.6135,8327,2016-10,6.59,32.2,45,57.7
sl2,-118.9502,37.6135,8327,2016-11,1.88,23.8,37.3,50.8
sl2,-118.9502,37.6135,8327,2016-12,5.62,17.7,29.8,41.8
sl2,-118.9502,37.6135,8327,2017-01,19.24,14,24.5,35
sl2,-118.9502,37.6135,8327,2017-02,11.14,18.6,28.9,39.2
sl2,-118.9502,37.6135,8327,2017-03,2.69,21.4,35.2,49.1
sl2,-118.9502,37.6135,8327,2017-04,6.26,24.4,36.9,49.5
sl2,-118.9502,37.6135,8327,2017-05,0.55,31.7,45.9,60.2
sl2,-118.9502,37.6135,8327,2017-06,0.21,40.5,55.9,71.4
sl2,-118.9502,37.6135,8327,2017-07,0.08,48,63.3,78.6
sl2,-118.9502,37.6135,8327,2017-08,0.77,43.5,59.4,75.2
sl2,-118.9502,37.6135,8327,2017-09,1,36.8,50.7,64.7
sl2,-118.9502,37.6135,8327,2017-10,0.2,28.3,45.2,62
sl2,-118.9502,37.6135,8327,2017-11,4.53,27.3,39.4,51.5
sl2,-118.9502,37.6135,8327,2017-12,0.17,20.2,35,49.7
sl2,-118.9502,37.6135,8327,2018-01,2.3,22,34.3,46.5
sl2,-118.9502,37.6135,8327,2018-02,0.63,14.1,28.2,42.3
sl2,-118.9502,37.6135,8327,2018-03,10.86,16.8,28.3,39.8
sl2,-118.9502,37.6135,8327,2018-04,2,26.5,40.1,53.8
sl2,-118.9502,37.6135,8327,2018-05,1.06,32.5,45.2,57.8
sl2,-118.9502,37.6135,8327,2018-06,0,39.3,56,72.7
sl2,-118.9502,37.6135,8327,2018-07,0.65,48,63.6,79.1
sl2,-118.9502,37.6135,8327,2018-08,0,45.3,61.1,76.9
sl2,-118.9502,37.6135,8327,2018-09,0.01,39.3,54.9,70.5
sl2,-118.9502,37.6135,8327,2018-10,0.86,29.6,42.7,55.8
sl2,-118.9502,37.6135,8327,2018-11,4.52,23.9,37.6,51.3
sl2,-118.9502,37.6135,8327,2018-12,1.28,18,29.2,40.3
,,,,,,,,
sl3,-118.9499,37.6116,8711,2011-01,1.9,14.6,28.8,42.9
sl3,-118.9499,37.6116,8711,2011-02,4.88,11.6,23.8,36.1
sl3,-118.9499,37.6116,8711,2011-03,10.75,18.2,29.2,40.2
sl3,-118.9499,37.6116,8711,2011-04,1.58,21.8,34.6,47.4
sl3,-118.9499,37.6116,8711,2011-05,2.23,23.9,37.2,50.5
sl3,-118.9499,37.6116,8711,2011-06,1.52,33.4,47.5,61.5
sl3,-118.9499,37.6116,8711,2011-07,0.14,38.6,55.3,72
sl3,-118.9499,37.6116,8711,2011-08,0.69,40,57.2,74.4
sl3,-118.9499,37.6116,8711,2011-09,0.6,38.6,53.6,68.5
sl3,-118.9499,37.6116,8711,2011-10,1.52,31,44.8,58.7
sl3,-118.9499,37.6116,8711,2011-11,1.41,19.9,32,44.2
sl3,-118.9499,37.6116,8711,2011-12,0,14.2,27.3,40.4
sl3,-118.9499,37.6116,8711,2012-01,4.66,19.7,33.3,46.8
sl3,-118.9499,37.6116,8711,2012-02,1.02,15.7,28.7,41.6
sl3,-118.9499,37.6116,8711,2012-03,6.01,20.1,32.2,44.2
sl3,-118.9499,37.6116,8711,2012-04,1.32,25,37.9,50.8
sl3,-118.9499,37.6116,8711,2012-05,0,30.7,45.7,60.7
sl3,-118.9499,37.6116,8711,2012-06,0.4,38.3,53.3,68.3
sl3,-118.9499,37.6116,8711,2012-07,0.15,41.3,57.5,73.6
sl3,-118.9499,37.6116,8711,2012-08,1.16,43.2,59.2,75.1
sl3,-118.9499,37.6116,8711,2012-09,0,37.9,54,70.1
sl3,-118.9499,37.6116,8711,2012-10,1.12,31.7,45.6,59.4
sl3,-118.9499,37.6116,8711,2012-11,2.2,23.6,35.9,48.2
sl3,-118.9499,37.6116,8711,2012-12,7.57,16.2,25.8,35.3
sl3,-118.9499,37.6116,8711,2013-01,1.22,10.5,24.2,37.9
sl3,-118.9499,37.6116,8711,2013-02,0.42,15.4,27.8,40.1
sl3,-118.9499,37.6116,8711,2013-03,1.79,23.2,36,48.9
sl3,-118.9499,37.6116,8711,2013-04,0.79,25.4,39,52.5
sl3,-118.9499,37.6116,8711,2013-05,0.35,31.1,44.7,58.3
sl3,-118.9499,37.6116,8711,2013-06,0.12,39.8,54.5,69.3
sl3,-118.9499,37.6116,8711,2013-07,0.4,47.9,61.6,75.2
sl3,-118.9499,37.6116,8711,2013-08,0.7,40.2,55.8,71.3
sl3,-118.9499,37.6116,8711,2013-09,0.53,38.6,51.9,65.2
sl3,-118.9499,37.6116,8711,2013-10,0.83,25.4,40.5,55.7
sl3,-118.9499,37.6116,8711,2013-11,0.32,23.3,35.2,47.1
sl3,-118.9499,37.6116,8711,2013-12,1.08,16.2,29.4,42.7
sl3,-118.9499,37.6116,8711,2014-01,1.48,22.1,34.6,48.8
sl3,-118.9499,37.6116,8711,2014-02,3.44,21.3,32.5,43.6
sl3,-118.9499,37.6116,8711,2014-03,3.74,20.8,33.5,46.1
sl3,-118.9499,37.6116,8711,2014-04,0.58,24.8,37.9,50.7
sl3,-118.9499,37.6116,8711,2014-05,0.81,31,45,58.7
sl3,-118.9499,37.6116,8711,2014-06,0.05,40.1,53.7,68.1
sl3,-118.9499,37.6116,8711,2014-07,1.28,47.7,59,74.2
sl3,-118.9499,37.6116,8711,2014-08,1.73,39.7,54.9,70.1
sl3,-118.9499,37.6116,8711,2014-09,0.25,38.9,53.1,68.2
sl3,-118.9499,37.6116,8711,2014-10,0,33.8,48.3,63.2
sl3,-118.9499,37.6116,8711,2014-11,0.78,25.4,38.2,51
sl3,-118.9499,37.6116,8711,2014-12,2.4,20.5,29.7,39
sl3,-118.9499,37.6116,8711,2015-01,0.19,21.5,34.1,46.7
sl3,-118.9499,37.6116,8711,2015-02,3.27,24.3,37.3,50.3
sl3,-118.9499,37.6116,8711,2015-03,0.5,24.1,38,52
sl3,-118.9499,37.6116,8711,2015-04,1.24,23.3,36.6,50
sl3,-118.9499,37.6116,8711,2015-05,1.99,29.6,41.3,53
sl3,-118.9499,37.6116,8711,2015-06,0.7,41.6,55.8,69.9
sl3,-118.9499,37.6116,8711,2015-07,1.85,42.2,55.5,68.9
sl3,-118.9499,37.6116,8711,2015-08,0.17,43.6,58.8,74
sl3,-118.9499,37.6116,8711,2015-09,0.5,40.5,54.5,68.6
sl3,-118.9499,37.6116,8711,2015-10,1.4,34.5,46,57.5
sl3,-118.9499,37.6116,8711,2015-11,3.32,17,29.3,41.6
sl3,-118.9499,37.6116,8711,2015-12,6,15.3,26,36.8
sl3,-118.9499,37.6116,8711,2016-01,6.82,16.2,27.1,38
sl3,-118.9499,37.6116,8711,2016-02,2.17,19.8,33.8,47.9
sl3,-118.9499,37.6116,8711,2016-03,5.99,23.1,35.8,48.4
sl3,-118.9499,37.6116,8711,2016-04,1.43,26.1,38.8,51.5
sl3,-118.9499,37.6116,8711,2016-05,0.87,29.2,41.9,54.6
sl3,-118.9499,37.6116,8711,2016-06,1.53,41.8,55.7,69.6
sl3,-118.9499,37.6116,8711,2016-07,0,44.3,60,75.6
sl3,-118.9499,37.6116,8711,2016-08,0.05,42.9,59,75.1
sl3,-118.9499,37.6116,8711,2016-09,0.09,36.3,51.8,67.3
sl3,-118.9499,37.6116,8711,2016-10,6.59,32.1,44.2,56.4
sl3,-118.9499,37.6116,8711,2016-11,1.89,24.1,36.6,49
sl3,-118.9499,37.6116,8711,2016-12,5.93,17.9,28.5,39.1
sl3,-118.9499,37.6116,8711,2017-01,22.92,14.3,24.2,34.1
sl3,-118.9499,37.6116,8711,2017-02,12.98,18.5,28.2,38
sl3,-118.9499,37.6116,8711,2017-03,3.47,21.5,34.5,47.6
sl3,-118.9499,37.6116,8711,2017-04,6.37,23.3,35.6,48
sl3,-118.9499,37.6116,8711,2017-05,0.54,30.9,44.7,58.5
sl3,-118.9499,37.6116,8711,2017-06,0.25,40.2,54.8,69.4
sl3,-118.9499,37.6116,8711,2017-07,0.08,46.8,61.7,76.6
sl3,-118.9499,37.6116,8711,2017-08,0.93,42.1,57.8,73.4
sl3,-118.9499,37.6116,8711,2017-09,1.07,36.8,49.9,63
sl3,-118.9499,37.6116,8711,2017-10,0.22,28.6,44.6,60.6
sl3,-118.9499,37.6116,8711,2017-11,4.48,27.2,38.4,49.5
sl3,-118.9499,37.6116,8711,2017-12,0.17,21.2,34.2,47.3
sl3,-118.9499,37.6116,8711,2018-01,2.74,22.7,34.3,46
sl3,-118.9499,37.6116,8711,2018-02,0.74,14.3,27.5,40.7
sl3,-118.9499,37.6116,8711,2018-03,14.52,16.7,28,39.3
sl3,-118.9499,37.6116,8711,2018-04,2.1,25.9,39.1,52.4
sl3,-118.9499,37.6116,8711,2018-05,1.03,31.2,43.8,56.2
sl3,-118.9499,37.6116,8711,2018-06,0,39.1,54.9,70.6
sl3,-118.9499,37.6116,8711,2018-07,0.66,47.2,62.2,77.1
sl3,-118.9499,37.6116,8711,2018-08,0,44.1,59.6,75.1
sl3,-118.9499,37.6116,8711,2018-09,0.02,39.8,54.3,68.7
sl3,-118.9499,37.6116,8711,2018-10,0.95,29.3,41.9,54.4
sl3,-118.9499,37.6116,8711,2018-11,4.69,23.6,36,48.5
sl3,-118.9499,37.6116,8711,2018-12,1.41,17.8,28,38.3
,,,,,,,,
lc1,-118.5606,36.0209,6388,2011-01,2.78,26.7,38.8,50.8
lc1,-118.5606,36.0209,6388,2011-02,5.73,24.3,36.1,48
lc1,-118.5606,36.0209,6388,2011-03,9.44,29.3,39.8,50.3
lc1,-118.5606,36.0209,6388,2011-04,1.47,33.3,43.7,54.1
lc1,-118.5606,36.0209,6388,2011-05,2.19,35.6,46.3,57
lc1,-118.5606,36.0209,6388,2011-06,0.38,42.5,56.1,69.6
lc1,-118.5606,36.0209,6388,2011-07,0.43,50.3,64.5,78.6
lc1,-118.5606,36.0209,6388,2011-08,0.17,51,66.2,81.4
lc1,-118.5606,36.0209,6388,2011-09,0.19,50.8,64.2,77.6
lc1,-118.5606,36.0209,6388,2011-10,2.89,42.7,54.6,66.5
lc1,-118.5606,36.0209,6388,2011-11,2.22,31.3,41.1,50.9
lc1,-118.5606,36.0209,6388,2011-12,0.03,26.5,37,47.5
lc1,-118.5606,36.0209,6388,2012-01,6.35,29.6,42.8,56
lc1,-118.5606,36.0209,6388,2012-02,2.01,28,37.8,47.6
lc1,-118.5606,36.0209,6388,2012-03,5.33,29.4,42.8,56.2
lc1,-118.5606,36.0209,6388,2012-04,5.74,34.1,46,58
lc1,-118.5606,36.0209,6388,2012-05,0.05,40.2,54.1,68.1
lc1,-118.5606,36.0209,6388,2012-06,0,48.2,61.1,74
lc1,-118.5606,36.0209,6388,2012-07,0,53.1,67.3,81.4
lc1,-118.5606,36.0209,6388,2012-08,0.17,56.3,70.6,85
lc1,-118.5606,36.0209,6388,2012-09,0,53.9,66.8,79.8
lc1,-118.5606,36.0209,6388,2012-10,0.79,43.6,55.4,67.2
lc1,-118.5606,36.0209,6388,2012-11,2.03,35.2,46,56.8
lc1,-118.5606,36.0209,6388,2012-12,9.12,27,36.1,45.1
lc1,-118.5606,36.0209,6388,2013-01,2.42,24.1,35.5,46.8
lc1,-118.5606,36.0209,6388,2013-02,1,25.1,37.5,49.9
lc1,-118.5606,36.0209,6388,2013-03,0.66,33,46.2,59.4
lc1,-118.5606,36.0209,6388,2013-04,0.75,35.2,47.9,60.6
lc1,-118.5606,36.0209,6388,2013-05,0.48,40.5,52.8,65.1
lc1,-118.5606,36.0209,6388,2013-06,0,48.7,63.3,77.9
lc1,-118.5606,36.0209,6388,2013-07,0.91,56.6,70.1,83.5
lc1,-118.5606,36.0209,6388,2013-08,0.44,51.1,66,80.8
lc1,-118.5606,36.0209,6388,2013-09,0.06,49,62.2,75.4
lc1,-118.5606,36.0209,6388,2013-10,0.87,39.4,51.5,63.5
lc1,-118.5606,36.0209,6388,2013-11,0.85,34.8,45.4,56
lc1,-118.5606,36.0209,6388,2013-12,0.84,27.5,38.4,49.3
lc1,-118.5606,36.0209,6388,2014-01,1.29,33.3,46.5,57
lc1,-118.5606,36.0209,6388,2014-02,3.48,31.1,42.6,54
lc1,-118.5606,36.0209,6388,2014-03,4.31,32.6,45.2,55.6
lc1,-118.5606,36.0209,6388,2014-04,3.05,34.3,47.4,60.1
lc1,-118.5606,36.0209,6388,2014-05,0.57,42.7,53.5,66.3
lc1,-118.5606,36.0209,6388,2014-06,0,47.4,61.9,76.6
lc1,-118.5606,36.0209,6388,2014-07,0,57.6,70.9,84.3
lc1,-118.5606,36.0209,6388,2014-08,0.26,51.5,66.2,80.4
lc1,-118.5606,36.0209,6388,2014-09,0.09,51.1,64.6,78.1
lc1,-118.5606,36.0209,6388,2014-10,0,44.8,58.5,72.2
lc1,-118.5606,36.0209,6388,2014-11,2.01,35.1,46.4,57.9
lc1,-118.5606,36.0209,6388,2014-12,5.67,29.6,38.1,46.5
lc1,-118.5606,36.0209,6388,2015-01,0.29,32.4,42.9,53.3
lc1,-118.5606,36.0209,6388,2015-02,3.29,34,47.2,60.4
lc1,-118.5606,36.0209,6388,2015-03,0.42,34.9,47.5,60.1
lc1,-118.5606,36.0209,6388,2015-04,1.24,33.4,45.8,58.1
lc1,-118.5606,36.0209,6388,2015-05,0.95,37.3,49.3,61.4
lc1,-118.5606,36.0209,6388,2015-06,0.24,50.3,64.4,78.5
lc1,-118.5606,36.0209,6388,2015-07,1.08,51.8,64.9,78
lc1,-118.5606,36.0209,6388,2015-08,0.07,56.6,69.6,82.6
lc1,-118.5606,36.0209,6388,2015-09,0.09,52,64.8,77.7
lc1,-118.5606,36.0209,6388,2015-10,1.84,44.9,55.2,65.6
lc1,-118.5606,36.0209,6388,2015-11,4.98,29.5,40.4,51.2
lc1,-118.5606,36.0209,6388,2015-12,6.69,24.9,34.6,44.3
lc1,-118.5606,36.0209,6388,2016-01,8.35,26.6,38.5,45
lc1,-118.5606,36.0209,6388,2016-02,3.36,27.6,43.2,54.4
lc1,-118.5606,36.0209,6388,2016-03,5.25,31.3,43.8,53.3
lc1,-118.5606,36.0209,6388,2016-04,2.29,34.9,46.1,57.3
lc1,-118.5606,36.0209,6388,2016-05,0.3,38.5,49.9,61.2
lc1,-118.5606,36.0209,6388,2016-06,0.08,50.4,64.2,78
lc1,-118.5606,36.0209,6388,2016-07,0,55,68.8,82.7
lc1,-118.5606,36.0209,6388,2016-08,0.06,52.9,67.1,81.3
lc1,-118.5606,36.0209,6388,2016-09,0,47.3,60.6,73.9
lc1,-118.5606,36.0209,6388,2016-10,1.08,41.7,53.1,64.4
lc1,-118.5606,36.0209,6388,2016-11,2.57,33.7,44.6,55.5
lc1,-118.5606,36.0209,6388,2016-12,10.67,26.7,36.2,45.6
lc1,-118.5606,36.0209,6388,2017-01,25.95,24.8,33.2,41.6
lc1,-118.5606,36.0209,6388,2017-02,12.43,29.2,37.9,46.6
lc1,-118.5606,36.0209,6388,2017-03,2.62,31.7,43.9,56.2
lc1,-118.5606,36.0209,6388,2017-04,3.08,33.6,44.7,55.8
lc1,-118.5606,36.0209,6388,2017-05,0.13,39.7,52.5,65.3
lc1,-118.5606,36.0209,6388,2017-06,0.09,49.1,62.6,76
lc1,-118.5606,36.0209,6388,2017-07,0.02,58.1,70.9,83.6
lc1,-118.5606,36.0209,6388,2017-08,0.15,55.2,68.3,81.4
lc1,-118.5606,36.0209,6388,2017-09,0.33,47.7,59.8,71.9
lc1,-118.5606,36.0209,6388,2017-10,0.03,42.8,55.3,67.7
lc1,-118.5606,36.0209,6388,2017-11,2.57,34.5,45.8,57.1
lc1,-118.5606,36.0209,6388,2017-12,0.09,34.6,44,53.3
lc1,-118.5606,36.0209,6388,2018-01,3.42,31.7,41.4,51.1
lc1,-118.5606,36.0209,6388,2018-02,0.69,26.7,37.6,48.6
lc1,-118.5606,36.0209,6388,2018-03,11.98,26.9,37.2,47.4
lc1,-118.5606,36.0209,6388,2018-04,2.84,34.8,46.8,58.8
lc1,-118.5606,36.0209,6388,2018-05,0.24,39.3,51.1,62.9
lc1,-118.5606,36.0209,6388,2018-06,0,47.5,61.6,75.7
lc1,-118.5606,36.0209,6388,2018-07,0.29,58.5,71.2,83.9
lc1,-118.5606,36.0209,6388,2018-08,0,55.4,68.9,82.4
